Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating,Avg_Sales_per_Outlet,Years_Since_Establishment,Visibility_per_Weight,Sales_per_Outlet_Type,Visibility_x_ItemType,Weight_x_ItemType,Rating_x_Visibility
Low Fat,NCX54,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.048157338,9.195,106.1622,3.9,140.95024779332616,10,0.005237339641109298,141.21389506903353,0.00514175496656107,0.9817493840197113,0.1878136182
Low Fat,FDH19,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.033082215,19.35,172.5738,3.9,143.1224806451613,8,0.0017096751937984494,141.21389506903353,0.0016496469992960225,0.9648891235480466,0.12902063849999998
Low Fat,FDV25,Canned,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0,5.905,222.5456,3.9,140.95024779332616,10,0.0,141.21389506903353,0.0,0.44964742461574564,0.0
Low Fat,FDD58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.059352241,7.76,101.87,3.9,142.05738688172042,9,0.007648484664948454,141.21389506903353,0.008356528123900035,1.0925730376627947,0.2314737399
Low Fat,FDV45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045230944,16.75,187.9556,3.9,141.67863836206897,3,0.002700354865671642,141.67863836206897,0.006368313129179867,2.3583245336149243,0.1764006816
Low Fat,FDL40,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.01161096,17.7,95.041,3.9,143.1224806451613,8,0.0006559864406779661,141.21389506903353,0.001166136543470609,1.7776839141147482,0.045282744
Low Fat,FDX44,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.043209581,9.3,90.8172,3.9,139.42112354211662,5,0.004646191505376343,141.21389506903353,0.006245946707966678,1.344315381907779,0.1685173659
Low Fat,NCC30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.027622076,16.6,177.6344,3.9,140.29769870967743,13,0.0016639804819277106,141.21389506903353,0.002949206753490555,1.7723806171535845,0.1077260964
Regular,FDS31,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.044155597,13.1,178.8318,3.9,141.4259824034335,11,0.0033706562595419848,141.21389506903353,0.006382693359615159,1.8936055379561187,0.17220682829999998
Low Fat,FDV39,Meat,2015,OUT045,Tier 2,Small,Supermarket Type1,0.007294652,11.3,198.1426,3.9,140.95024779332616,10,0.0006455444247787611,141.21389506903353,0.0003637483397864602,0.5634753021236655,0.0284491428
Low Fat,DRF36,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.023625114,16.1,189.3846,3.9,140.95024779332616,10,0.0014673983850931676,141.21389506903353,0.0012335064801126364,0.8406077672181158,0.0921379446
Low Fat,FDZ10,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.044248175,,126.202,3.9,139.80179101604278,7,,139.80179101604278,0.006229943681802182,,0.1725678825
Low Fat,FDK36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.00721395,7.09,47.9034,3.9,143.1224806451613,8,0.0010174823695345558,141.21389506903353,0.000548473495248152,0.5390496304118267,0.028134405
Regular,FDV20,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.104704537,,125.2678,3.9,139.78708787878787,7,,140.29468975069253,0.015135045123078728,,0.4083476943
Low Fat,NCJ29,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.035264298,10.6,86.1224,3.9,140.95024779332616,10,0.003326820566037736,141.21389506903353,0.0021515235198873634,0.6467206382729086,0.1375307622
Regular,FDW07,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Supermarket Type1,0.142978223,18.0,87.4514,3.9,140.95024779332616,10,0.00794323461111111,141.21389506903353,0.020667508006101135,2.6019007391763465,0.5576150697
Low Fat,NCR05,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.054630834,10.1,200.2084,3.9,142.05738688172042,9,0.005408993465346536,141.21389506903353,0.0033331026258359734,0.6162149477883374,0.2130602526
Low Fat,FDW28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0,18.25,196.8452,3.9,142.05738688172042,9,0.0,141.21389506903353,0.0,1.8329226798075795,0.0
Low Fat,FDP32,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.087652908,6.65,128.8678,3.9,143.1224806451613,8,0.013180888421052632,141.21389506903353,0.012670231450897572,0.9612577730845947,0.3418463412
Low Fat,FDU04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0,7.93,123.2414,3.9,141.67863836206897,3,0.0,141.67863836206897,0.0,0.7964425671711838,0.0
Regular,FDT01,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.18454121,13.65,211.5902,3.9,140.95024779332616,10,0.013519502564102564,141.21389506903353,0.014052240442332511,1.0394051390355508,0.719710719
Low Fat,NCR38,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.114160573,17.25,253.1724,3.9,139.42112354211662,5,0.006618004231884058,141.21389506903353,0.012188914869177518,1.8417810630059837,0.4452262347
Low Fat,FDF14,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.027212058,7.55,152.734,3.9,140.29769870967743,13,0.003604246092715232,141.21389506903353,0.002072113767687434,0.5749090695764402,0.1061270262
Regular,FDX57,Snack Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.079113947,17.25,99.2068,3.9,140.77759747747749,14,0.004586315768115942,140.29468975069253,0.011138887293206619,2.4287222808870115,0.3085443933
Low Fat,DRI39,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.162462044,13.8,55.893,3.9,140.77759747747749,14,0.01177261188405797,140.29468975069253,0.013000013376510619,1.1042590637099614,0.6336019716
Low Fat,FDU11,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.092781435,4.785,119.7098,3.9,140.95024779332616,10,0.019390059561128527,141.21389506903353,0.0027323876786342835,0.14091693065821895,0.3618475965
Low Fat,NCP50,Others,2014,OUT013,Tier 3,High,Supermarket Type1,0.020542737,17.35,80.5618,3.9,141.4259824034335,11,0.0011840194236311238,141.21389506903353,0.00040733574480816614,0.34402792443975133,0.0801166743
Regular,FDT10,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.062044506,16.7,57.4562,3.9,142.05738688172042,9,0.003715239880239521,141.21389506903353,0.008735586906019008,2.3512847588877155,0.2419735734
Low Fat,FDX26,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.146973462,17.7,184.1292,3.9,140.77759747747749,14,0.008303585423728815,140.29468975069253,0.011760636053502289,1.4163322773671243,0.5731965018
Low Fat,FDY27,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.032028115,6.38,178.3344,3.9,141.67863836206897,3,0.005020080721003135,141.67863836206897,0.002562850455238766,0.5105197700340256,0.12490964850000001
Regular,FDL32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.122657336,15.7,110.1544,3.9,140.29769870967743,13,0.007812569171974523,141.21389506903353,0.017730122955766748,2.2694356447260353,0.47836361040000003
Regular,FDR27,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.096644015,15.1,131.9942,3.9,139.42112354211662,5,0.006400265894039735,141.21389506903353,0.004819160668191952,0.752962571864367,0.37691165849999997
Regular,FDX39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04975339,14.3,210.3586,3.9,140.29769870967743,13,0.003479258041958042,141.21389506903353,0.0024809563240642965,0.7130705150768509,0.194038221
Regular,FDF21,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.098464979,10.3,188.653,3.9,140.77759747747749,14,0.009559706699029126,140.29468975069253,0.014233116757949077,1.4888654229731315,0.38401341809999995
Low Fat,FDU40,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.037372847,20.85,192.7478,3.9,141.4259824034335,11,0.0017924626858513188,141.21389506903353,0.0037535089794673237,2.0940513903555087,0.1457541033
Low Fat,DRL37,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.053362086,15.5,41.577,3.9,143.1224806451613,8,0.003442715225806452,141.21389506903353,0.002786123227736713,0.8092807696820369,0.2081121354
Low Fat,FDB39,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.038597077,11.6,57.9272,3.9,140.95024779332616,10,0.0033273342241379312,141.21389506903353,0.00308849073260589,0.9282177636982284,0.1505286003
Low Fat,FDU23,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.021757269,12.15,165.0184,3.9,140.29769870967743,13,0.0017907217283950616,141.21389506903353,0.0006407455730376628,0.3578141499472017,0.08485334909999999
Low Fat,FDM28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.045274134,15.7,177.966,3.9,140.29769870967743,13,0.002883702802547771,141.21389506903353,0.004547067781766984,1.576815675231726,0.1765691226
Low Fat,FDU55,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.035967107,16.2,260.3278,3.9,140.29769870967743,13,0.002220191790123457,141.21389506903353,0.00519904679385193,2.3417106652587116,0.1402717173
Low Fat,DRQ35,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.042357203,9.3,123.2388,3.9,140.29769870967743,13,0.004554537956989247,141.21389506903353,0.0010635270963275842,0.23350932770151356,0.16519309170000002
Low Fat,NCL29,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.11411658,9.695,158.8604,3.9,140.29769870967743,13,0.011770663228468281,141.21389506903353,0.006962410137275606,0.5915053384958348,0.445054662
Low Fat,NCC31,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.019901356,8.02,157.5972,3.9,140.29769870967743,13,0.0024814658354114713,141.21389506903353,0.0021248661222574208,0.8562947319019124,0.0776152884
Low Fat,NCX18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0,14.15,197.111,3.9,140.29769870967743,13,0.0,141.21389506903353,0.0,1.5107943212483868,0.0
Low Fat,NCG19,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.148163564,20.25,232.7616,3.9,140.29769870967743,13,0.007316719209876543,141.21389506903353,0.015819411385662323,2.162090813093981,0.5778378996
Low Fat,NCO07,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.009791467,9.06,213.256,3.9,140.29769870967743,13,0.00108073587196468,141.21389506903353,0.00019415205009973014,0.17964801126363958,0.0381867213
Low Fat,FDQ58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01532563,7.315,153.434,3.9,140.29769870967743,13,0.0020950963773069035,141.21389506903353,0.0021577796550510384,1.0299190425906373,0.059769957
Low Fat,FDZ22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.045340279,9.395,85.025,3.9,140.29769870967743,13,0.00482600095795636,141.21389506903353,0.006383707004575853,1.3227736712425202,0.17682708809999997
Low Fat,FDC46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.116723677,17.7,182.4266,3.9,140.29769870967743,13,0.00659455802259887,141.21389506903353,0.016434167828229495,2.49208025343189,0.4552223403
Low Fat,DRZ24,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.081914677,7.535,120.344,3.9,140.29769870967743,13,0.010871224552090246,141.21389506903353,0.004276901474246158,0.3934148773905902,0.3194672403
Low Fat,DRD60,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.037289996,15.7,182.7634,3.9,140.29769870967743,13,0.00237515898089172,141.21389506903353,0.0019469726880206502,0.8197231021940632,0.1454309844
Regular,FDV60,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.117543713,20.2,197.311,3.9,140.29769870967743,13,0.005818995693069307,141.21389506903353,0.008936797609292502,1.5357972544878562,0.45842048069999997
Regular,FDN23,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.075625152,6.575,145.7444,3.9,140.29769870967743,13,0.011501924258555132,141.21389506903353,0.0022271398746920097,0.19363193711134577,0.2949380928
Regular,FDR13,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.028765486,9.895,115.3492,3.9,140.29769870967743,13,0.0029070728650833757,141.21389506903353,0.002190402489029684,0.7534735421799835,0.1121853954
Regular,FDH14,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.046881328,17.1,141.3838,3.9,140.29769870967743,13,0.0027415981286549704,141.21389506903353,0.003569867637216942,1.3021119324181627,0.1828371792
Regular,FDY44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.024442501,14.15,196.411,3.9,140.29769870967743,13,0.0017273852296819786,141.21389506903353,0.003533164523289921,2.045383081074739,0.09532575389999999
Regular,FDF56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.119647957,16.7,180.9976,3.9,140.29769870967743,13,0.0071645483233532935,141.21389506903353,0.01729511709773554,2.413985685791388,0.46662703229999997
Regular,FDG21,Seafood,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.146527359,17.35,147.905,3.9,140.29769870967743,13,0.008445380922190202,141.21389506903353,0.0011002875719816965,0.13028276428487623,0.5714567000999999
Regular,FDV22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.009954237,14.85,158.263,3.9,140.29769870967743,13,0.0006703189898989899,141.21389506903353,0.0014015117212249207,2.0908130939809926,0.0388215243
Low Fat,FDA32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.052691046,,216.3192,3.9,139.78708787878787,7,,140.29468975069253,0.007616492863076381,,0.2054950794
Low Fat,DRM37,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.168780127,,197.8768,3.9,139.78708787878787,7,,140.29468975069253,0.008812291037780124,,0.6582424953
Low Fat,FDY48,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.041556697,,104.4332,3.9,139.78708787878787,7,,140.29468975069253,0.0031595376810982043,,0.16207111829999998
Low Fat,FDT37,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.061753511,,253.3014,3.9,139.78708787878787,7,,140.29468975069253,0.004702338218819664,,0.24083869289999998
Low Fat,FDB05,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.145669556,,247.2776,3.9,139.78708787878787,7,,140.29468975069253,0.014630193586295906,,0.5681112684
Low Fat,FDA19,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.0,,126.6994,3.9,139.78708787878787,7,,140.29468975069253,0.0,,0.0
Low Fat,FDI32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.305305397,,116.6834,3.9,139.78708787878787,7,,140.29468975069253,0.044131907673823766,,1.1906910483
Low Fat,DRH23,Hard Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.298205272,,55.7614,3.9,139.78708787878787,7,,140.29468975069253,0.007487495976534085,,1.1630005608
Low Fat,NCN53,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.053148497,,36.3874,3.9,139.78708787878787,7,,140.29468975069253,0.003242663198404318,,0.2072791383
Low Fat,NCP41,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.028382853,,109.4596,3.9,139.78708787878787,7,,140.29468975069253,0.001731677057374164,,0.11069312669999999
Low Fat,NCR53,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.253947823,,223.8404,3.9,139.78708787878787,7,,140.29468975069253,0.015493707375337323,,0.9903965097
Low Fat,NCD54,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.050790917,,142.7786,3.9,139.78708787878787,7,,140.29468975069253,0.005422941977003402,,0.19808457629999998
Low Fat,NCP42,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.028207784,,195.5478,3.9,139.78708787878787,7,,140.29468975069253,0.003011742747858735,,0.1100103576
Low Fat,NCR38,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.19875618,,250.7724,3.9,139.78708787878787,7,,140.29468975069253,0.021221180781414994,,0.775149102
Low Fat,NCO55,Others,2018,OUT019,Tier 1,Small,Grocery Store,0.159394437,,105.6938,3.9,139.78708787878787,7,,140.29468975069253,0.0031605842840549104,,0.6216383043
Regular,FDY35,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.028062401,,44.0402,3.9,139.78708787878787,7,,140.29468975069253,0.0008264299719582306,,0.1094433639
Regular,FDC52,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.014497036,,150.8708,3.9,139.78708787878787,7,,140.29468975069253,0.001160035028980406,,0.056538440399999994
Regular,FDE40,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.173587926,,60.0194,3.9,139.78708787878787,7,,140.29468975069253,0.01389029279971841,,0.6769929114
Regular,FDF40,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.03941584,,247.8092,3.9,139.78708787878787,7,,140.29468975069253,0.003154007143024757,,0.153721776
Regular,FDK20,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.072762086,,120.9072,3.9,139.78708787878787,7,,140.29468975069253,0.010517762519300717,,0.2837721354
Regular,FDR32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.150238656,,229.3694,3.9,139.78708787878787,7,,140.29468975069253,0.02171700389440338,,0.5859307584
Regular,FDW46,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.123089128,,63.6484,3.9,139.78708787878787,7,,140.29468975069253,0.017330394649771208,,0.4800475992
Low Fat,FDD02,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0,16.6,118.8124,3.9,142.05738688172042,9,0.0,141.21389506903353,0.0,1.2640384841018422,0.0
Low Fat,FDJ32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.057792343,10.695,61.4536,3.9,142.05738688172042,9,0.00540367863487611,141.21389506903353,0.008353885553912942,1.5459626891939457,0.2253901377
Low Fat,NCG30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.112321218,20.2,123.6046,3.9,142.05738688172042,9,0.005560456336633664,141.21389506903353,0.01199252708905315,2.1567523172591807,0.4380527502
Low Fat,FDK45,Seafood,2016,OUT046,Tier 1,Small,Supermarket Type1,0.033858187,11.65,113.386,3.9,142.05738688172042,9,0.0029062821459227466,141.21389506903353,0.0002542442764284876,0.08748093394344715,0.13204692929999998
Low Fat,FDN60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.095158081,15.1,159.2604,3.9,142.05738688172042,9,0.006301859668874173,141.21389506903353,0.007234827700105597,1.1480464625131994,0.3711165159
Low Fat,FDG50,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.015271793,7.405,89.9146,3.9,142.05738688172042,9,0.002062362322754895,141.21389506903353,0.0011628996429660916,0.5638677695647073,0.0595599927
Low Fat,FDU13,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.187558629,8.355,148.0418,3.9,142.05738688172042,9,0.02244866894075404,141.21389506903353,0.01428200753502288,0.6362073213657163,0.7314786531
Low Fat,FDP25,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.021207519,15.2,219.4824,3.9,142.05738688172042,9,0.001395231513157895,141.21389506903353,0.001614886757127772,1.1574328288161444,0.08270932410000001
Low Fat,DRE15,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0,13.35,77.6012,3.9,142.05738688172042,9,0.0,141.21389506903353,0.0,1.0682506159802887,0.0
Low Fat,FDC44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.172596885,15.6,114.8518,3.9,142.05738688172042,9,0.011063902884615385,141.21389506903353,0.024948886814501938,2.2549806406195003,0.6731278515
Low Fat,DRJ47,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.044250304,18.25,174.708,3.9,142.05738688172042,9,0.0024246741917808216,141.21389506903353,0.0011110600793147953,0.4582306699518949,0.1725761856
Low Fat,NCP05,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.025286583,19.6,151.8024,3.9,142.05738688172042,9,0.0012901317857142857,141.21389506903353,0.0015427693488208377,1.1958230669951895,0.0986176737
Low Fat,NCY53,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05848134,20.0,113.3544,3.9,142.05738688172042,9,0.002924067,141.21389506903353,0.0035680273143259412,1.2202276193828463,0.228077226
Low Fat,NCC43,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.092782895,7.39,252.6066,3.9,142.05738688172042,9,0.01255519553450609,141.21389506903353,0.009906421969963627,0.789029684383433,0.36185329050000004
Low Fat,NCE18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.021425341,10.0,250.175,3.9,142.05738688172042,9,0.0021425341000000002,141.21389506903353,0.0022875818737533734,1.0676991669599905,0.0835588299
Low Fat,NCS18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.042211119,12.65,108.6938,3.9,142.05738688172042,9,0.003336847351778656,141.21389506903353,0.004506877659274903,1.350639446204388,0.1646233641
Low Fat,FDS51,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.032180494,13.35,61.2194,3.9,142.05738688172042,9,0.002410523895131086,141.21389506903353,0.0016046826176229025,0.6656986976416754,0.12550392659999998
Low Fat,FDL46,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.054056927,20.35,116.8466,3.9,142.05738688172042,9,0.0026563600491400488,141.21389506903353,0.007610971770503344,2.865188313973953,0.2108220153
Low Fat,DRD60,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03723211,15.7,183.1634,3.9,142.05738688172042,9,0.002371471974522293,141.21389506903353,0.0019439503637216943,0.8197231021940632,0.145205229
Regular,FDX36,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.128283243,9.695,226.1404,3.9,142.05738688172042,9,0.013231897163486332,141.21389506903353,0.009753319425554382,0.7371066525871172,0.5003046476999999
Regular,FDU37,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0,9.5,79.596,3.9,142.05738688172042,9,0.0,141.21389506903353,0.0,0.7233955180100903,0.0
Regular,FDM57,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.075849167,11.65,85.1908,3.9,142.05738688172042,9,0.006510658111587982,141.21389506903353,0.010679220978528687,1.640267511439634,0.2958117513
Regular,FDJ34,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.093655728,11.8,127.1704,3.9,142.05738688172042,9,0.007936926101694915,141.21389506903353,0.013186304540654697,1.6613868356212602,0.3652573392
Low Fat,FDD46,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.141542481,6.035,153.2018,3.9,140.95024779332616,10,0.023453600828500412,141.21389506903353,0.019928543611404434,0.8497008095740937,0.5520156759
Low Fat,DRF01,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.176070535,5.655,144.0102,3.9,139.42112354211662,5,0.03113537312113174,141.21389506903353,0.009192935360201807,0.29525695177754313,0.6866750865
Low Fat,DRD27,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0,18.75,97.9042,3.9,140.95024779332616,10,0.0,141.21389506903353,0.0,1.5003519887363606,0.0
Low Fat,FDJ52,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.017822936,7.145,161.3578,3.9,140.95024779332616,10,0.0024944627011896435,141.21389506903353,0.0017900308830224101,0.7176017834095976,0.0695094504
Low Fat,FDF16,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.086307051,7.3,146.8076,3.9,140.95024779332616,10,0.011822883698630137,141.21389506903353,0.008668172668778599,0.7331690719230318,0.33659749889999996
Low Fat,FDC32,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.099309997,18.35,91.4462,3.9,140.95024779332616,10,0.0054119889373296995,141.21389506903353,0.01435526414455004,2.65249325354922,0.3873089883
Low Fat,FDA44,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.053330653,19.7,56.793,3.9,140.95024779332616,10,0.0027071397461928934,141.21389506903353,0.007708948081192068,2.847635808987446,0.2079895467
Low Fat,NCK06,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.008664064,5.03,119.3756,3.9,140.95024779332616,10,0.0017224779324055666,141.21389506903353,0.0009250613915288044,0.5370526809808753,0.033789849600000005
Low Fat,NCB31,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.118915034,6.235,264.791,3.9,140.95024779332616,10,0.01907217866880513,141.21389506903353,0.012696548274081896,0.6657104305995541,0.4637686326
Low Fat,NCB30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.02575512,14.6,199.6084,3.9,140.95024779332616,10,0.0017640493150684932,141.21389506903353,0.002749872016895459,1.558840783761586,0.100444968
Low Fat,NCZ54,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.083528446,14.65,162.4552,3.9,140.95024779332616,10,0.0057016004095563145,141.21389506903353,0.008918325221166257,1.5641792795963863,0.3257609394
Low Fat,NCF54,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.047473135,18.0,170.5422,3.9,140.95024779332616,10,0.0026373963888888887,141.21389506903353,0.005068702669247917,1.921858500527983,0.18514522649999998
Low Fat,FDN15,Meat,2015,OUT045,Tier 2,Small,Supermarket Type1,0.016767995,17.5,141.418,3.9,140.95024779332616,10,0.000958171142857143,141.21389506903353,0.0008361372609409833,0.8726387422269154,0.0653951805
Low Fat,NCM26,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,0.023190134,20.5,153.434,3.9,140.95024779332616,10,0.0011312260487804878,141.21389506903353,0.00045983018256482463,0.40648832570691074,0.0904415226
Low Fat,FDK46,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.051571772,9.6,258.462,3.9,140.95024779332616,10,0.005372059583333334,141.21389506903353,0.007261073143259416,1.351636747624076,0.2011299108
Low Fat,FDK22,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.026139404,9.8,216.785,3.9,140.95024779332616,10,0.0026672861224489794,141.21389506903353,0.0036803103132699755,1.379795846532911,0.1019436756
Low Fat,FDA21,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.036033639,13.65,183.7924,3.9,140.95024779332616,10,0.0026398270329670327,141.21389506903353,0.005073374023231257,1.9218585005279831,0.1405311921
Low Fat,FDW45,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.039090105,18.0,148.4418,3.9,140.95024779332616,10,0.0021716725,141.21389506903353,0.005503710665258712,2.5343189017951424,0.1524514095
Low Fat,FDN45,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.118342285,19.35,222.6088,3.9,140.95024779332616,10,0.006115880361757106,141.21389506903353,0.016662060542062655,2.7243928194297786,0.46153491150000003
Low Fat,DRD25,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.079132212,6.135,112.686,3.9,140.95024779332616,10,0.012898486063569681,141.21389506903353,0.004131624350580781,0.3203185498064062,0.3086156268
Low Fat,DRL60,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.027114238,8.52,151.9682,3.9,140.95024779332616,10,0.003182422300469484,141.21389506903353,0.0014156794450310925,0.44484336501231964,0.1057455282
